formula_key,brand,formula_name,species,status,source_url,extracted_fields,missing_fields,notes
josera-sensiplus-dog-dry-eu-official,Josera,SENSIPLUS,dog,candidate,https://josera.com/en/product/sensiplus,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-hypoallergenic-dog-dry-eu-official,Josera,HYPOALLERGENIC,dog,candidate,https://josera.com/en/product/hypoallergenic,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-salmon-potato-dog-dry-eu-official,Josera,SALMON & POTATO,dog,candidate,https://josera.com/en/product/salmon-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-light-vital-dog-dry-eu-official,Josera,LIGHT & VITAL,dog,candidate,https://josera.com/en/product/light-vital,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-junior-duck-potato-dog-dry-eu-official,Josera,JUNIOR DUCK & POTATO,dog,candidate,https://josera.com/en/product/junior-duck-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-chicken-rice-dog-dry-eu-official,Josera,CHICKEN & RICE,dog,candidate,https://josera.com/en/product/chicken-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-duck-potato-dog-dry-eu-official,Josera,DUCK & POTATO,dog,candidate,https://josera.com/en/product/duck-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-lamb-sweet-potato-dog-dry-eu-official,Josera,LAMB & SWEET POTATO,dog,candidate,https://josera.com/en/product/lamb-sweet-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-medi-maxi-chicken-sweet-potato-dog-dry-eu-official,Josera,MEDI/MAXI CHICKEN & SWEET POTATO,dog,candidate,https://josera.com/en/product/medimaxi-chicken-sweet-potato,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-high-protein-sea-fish-dog-dry-eu-official,Josera,HIGH PROTEIN SEA FISH,dog,candidate,https://josera.com/en/product/high-protein-sea-fish,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-high-protein-chicken-dog-dry-eu-official,Josera,HIGH PROTEIN CHICKEN,dog,candidate,https://josera.com/en/product/high-protein-chicken,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-balance-dog-dry-eu-official,Josera,BALANCE,dog,candidate,https://josera.com/en/product/balance,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-fiestaplus-dog-dry-eu-official,Josera,FIESTAPLUS,dog,candidate,https://josera.com/en/product/fiestaplus,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-senior-salmon-rice-dog-dry-eu-official,Josera,SENIOR SALMON & RICE,dog,candidate,https://josera.com/en/product/senior-salmon-rice,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera-active-nature-dog-dry-eu-official,Josera,ACTIVE NATURE,dog,candidate,https://josera.com/en/product/active-nature,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-mini-beef-veggies-in-sauce-dog-dry-eu-official,JosiDog,MINI BEEF & VEGGIES IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-mini-beef-veggies-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-mini-lamb-chicken-in-sauce-dog-dry-eu-official,JosiDog,MINI LAMB & CHICKEN IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-mini-lamb-chicken-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-mini-turkey-carrot-in-sauce-dog-dry-eu-official,JosiDog,MINI TURKEY & CARROT IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-mini-turkey-carrot-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-mini-beef-chicken-in-sauce-dog-dry-eu-official,JosiDog,MINI BEEF & CHICKEN IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-mini-beef-chicken-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josidog-mini-beef-lamb-in-sauce-dog-dry-eu-official,JosiDog,MINI BEEF & LAMB IN SAUCE,dog,candidate,https://josera.com/en/product/josidog-mini-beef-lamb-sauce,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent,,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
acana-prairie-poultry-με-κοτοπουλο-και-γαλοπουλα-χωρις-σιτηρα-υψηλου-γλυκαιμικου-δεικτη-dog-dry-gr-retailer,ACANA,prairie poultry με κοτόπουλο και γαλοπούλα χωρίς σιτηρά υψηλού γλυκαιμικού δείκτη,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/championpetfoodsacanaprairiepoultry2027541,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,fiber_percent,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
affinity-brekkies-πληρης-τροφη-με-σολομο-καταλληλη-για-ολους-τους-ενηλικους-σκυλους-dog-dry-gr-retailer,Affinity,Brekkies Πλήρης τροφή με σολομό κατάλληλη για όλους τους ενήλικους σκύλους,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/affinitybrekkiesdogdelicioussalmon7-25kg2054771,ingredient_text|protein_percent|fat_percent|ash_percent|omega3_percent|omega6_percent,fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
akvatera-τροφη-με-αρνι-για-μικροσωμα-ενηλικα-σκυλια-με-εντερικα-και-δερματικα-προβληματα-dog-dry-gr-retailer,Akvatera,τροφή με αρνί για μικρόσωμα ενήλικα σκυλιά με εντερικά και δερματικά προβλήματα,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/akvateranaturesprot-supercarespecialneedsd-fsensitiveskinandstomachadultsmallbreeds1-5kg2040828,ingredient_text,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
akvatera-τροφη-με-σολομο-χωρις-σιτηρα-για-ενηλικα-ευαισθητα-σκυλια-ολων-των-φυλων-dog-dry-gr-retailer,Akvatera,τροφή με σολομό χωρίς σιτηρά για ενήλικα ευαίσθητα σκυλιά όλων των φυλών,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/akvateranaturesprotectionsuperiorcarespecialhypoallergenicsalmongfadultallbreeds2040832,ingredient_text,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-mediterranean-diet-grain-free-senior-light-sterilized-fresh-sardine-cod-dog-dry-gr-retailer,Ambrosia,Mediterranean Diet Grain Free Senior Light & Sterilized Fresh Sardine & Cod,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/ambrosiamediterraneandietgrainfreeseniorlightandsterilizedfreshsardineandcod2062917,ingredient_text|protein_percent|fat_percent|fiber_percent|moisture_percent,kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-ambrosia-πληρης-τροφη-χωρις-σιτηρα-ιδανικη-για-μικροσωμες-ρατσες-ενηλικων-σκυλων-dog-dry-gr-retailer,Ambrosia,Ambrosia Πλήρης τροφή χωρίς σιτηρά ιδανική για μικρόσωμες ράτσες ενήλικων σκύλων,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33416565,ambrosia-ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC-%CE%B9%CE%B4%CE%B1%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CE%B5%CF%82-%CF%81%CE%AC%CF%84%CF%83%CE%B5%CF%82-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CF%89%CE%BD-%CF%83%CE%BA%CF%8D%CE%BB%CF%89%CE%BD,ambrosia.html",ingredient_text|protein_percent|fat_percent|moisture_percent,fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-ambrosia-πληρης-τροφη-χωρις-σιτηρα-ιδανικη-για-ολες-τις-ρατσες-ευαισθητων-ενηλικων-σκυλων-dog-dry-gr-retailer,Ambrosia,Ambrosia Πλήρης τροφή χωρίς σιτηρά ιδανική για όλες τις ράτσες ευαίσθητων ενήλικων σκύλων,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33416562,ambrosia-ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC-%CE%B9%CE%B4%CE%B1%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B3%CE%B9%CE%B1-%CF%8C%CE%BB%CE%B5%CF%82-%CF%84%CE%B9%CF%82-%CF%81%CE%AC%CF%84%CF%83%CE%B5%CF%82-%CE%B5%CF%85%CE%B1%CE%AF%CF%83%CE%B8%CE%B7%CF%84%CF%89%CE%BD-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CF%89%CE%BD-%CF%83%CE%BA%CF%8D%CE%BB%CF%89%CE%BD,ambrosia.html",protein_percent|fat_percent|moisture_percent,ingredient_text|fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-grain-free-adult-large-turkey-and-chicken-dog-dry-gr-retailer,Ambrosia,Grain Free Adult large turkey and chicken,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/ambrosiagrainfreeadultlargeturkeyandchicken12kg2058935,ingredient_text|protein_percent|fat_percent|moisture_percent,fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-grain-free-ολιστικη-τροφη-για-ενηλικες-σκυλους-μικροσωμων-φυλων-με-ελαφι-και-αρνι-dog-dry-gr-retailer,Ambrosia,grain free ολιστική τροφή για ενήλικες σκύλους μικρόσωμων φυλών με ελάφι και αρνί,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33110516,ambrosia-grain-free-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B5%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B5%CE%BB%CE%AC%CF%86%CE%B9-%CE%BA%CE%B1%CE%B9-%CE%B1%CF%81%CE%BD%CE%AF,ambrosia.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-grain-free-ολιστικη-τροφη-για-ενηλικες-σκυλους-ολων-των-φυλων-με-κοτοπουλο-και-λαχανικα-dog-dry-gr-retailer,Ambrosia,grain free ολιστική τροφή για ενήλικες σκύλους όλων των φυλών με κοτόπουλο και λαχανικά,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/ambrosiagrainfreeadultchickenandvegies2042047,kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-grain-free-ολιστικη-τροφη-για-ενηλικους-μικροσωμους-σκυλους-με-αρνι-και-σολομο-dog-dry-gr-retailer,Ambrosia,grain free ολιστική τροφή για ενήλικους μικρόσωμους σκύλους με αρνί και σολομό,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33110511,ambrosia-grain-free-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B5-%CE%B1%CF%81%CE%BD%CE%AF-%CE%BA%CE%B1%CE%B9-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C,ambrosia.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-grain-free-ολιστικη-τροφη-για-υπερηλικα-υπερβαρα-στειρωμενα-σκυλια-με-γαλοπουλα-σολομο-dog-dry-gr-retailer,Ambrosia,"grain free ολιστική τροφή για υπερήλικα,υπέρβαρα & στειρωμένα σκυλιά με γαλοπούλα & σολομό",dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,30003780,ambrosia-grain-free-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CF%85%CF%80%CE%B5%CF%81%CE%AE%CE%BB%CE%B9%CE%BA%CE%B1-%CF%85%CF%80%CE%AD%CF%81%CE%B2%CE%B1%CF%81%CE%B1-and-%CF%83%CF%84%CE%B5%CE%B9%CF%81%CF%89%CE%BC%CE%AD%CE%BD%CE%B1-%CF%83%CE%BA%CF%85%CE%BB%CE%B9%CE%AC-%CE%BC%CE%B5-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1-and-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C,ambrosia.html",ingredient_text|protein_percent|fat_percent|moisture_percent,fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-ολιστικη-τροφη-για-ενηλικες-σκυλους-μικροσωμων-φυλων-με-κοτοπουλο-σολομο-grain-free-dog-dry-gr-retailer,Ambrosia,ολιστική τροφή για ενήλικες σκύλους μικρόσωμων φυλών με κοτόπουλο & σολομό grain free,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33110490,ambrosia-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B5%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-and-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C-grain-free,ambrosia.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-mediterranean-diet-grain-free-adult-fresh-lamb-dog-dry-gr-retailer,Ambrosia,Mediterranean Diet Grain Free Adult Fresh Lamb,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33430514,ambrosia-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B1%CF%81%CE%BD%CE%AF,ambrosia.html",ingredient_text|protein_percent|fat_percent|fiber_percent|moisture_percent,kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-mediterranean-diet-grain-free-adult-sensitive-fresh-duck-dog-dry-gr-retailer,Ambrosia,Mediterranean Diet Grain Free Adult Sensitive Fresh Duck,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33430515,ambrosia-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CF%80%CE%AC%CF%80%CE%B9%CE%B1,ambrosia.html",ingredient_text|protein_percent|fat_percent|fiber_percent|moisture_percent,kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-ολιστικη-τροφη-για-ενηλικους-σκυλους-ολων-των-φυλων-με-σαρδελα-και-τονο-dog-dry-gr-retailer,Ambrosia,"Ολιστική τροφή για ενήλικους σκύλους, όλων των φυλών, με σαρδέλα και τόνο",dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33430513,ambrosia-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CF%83%CE%B1%CF%81%CE%B4%CE%AD%CE%BB%CE%B1-%CE%BA%CE%B1%CE%B9-%CF%84%CF%8C%CE%BD%CE%BF,ambrosia.html",ingredient_text|protein_percent|fat_percent|fiber_percent|moisture_percent,formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-mediterranean-diet-grain-free-senior-light-sterilized-fresh-turkey-dog-dry-gr-retailer,Ambrosia,Mediterranean Diet Grain Free Senior Light & Sterilized Fresh Turkey,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/ambrosiamediterraneandietgrainfreeseniorlightandsterilizedfreshturkey2062916,ingredient_text|protein_percent|fat_percent|fiber_percent|moisture_percent,kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-mediterranean-diet-grain-free-puppy-fresh-sardine-herring-dog-dry-gr-retailer,Ambrosia,Mediterranean Diet Grain Free Puppy Fresh Sardine & Herring,dog,candidate,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/ambrosiamediterraneandietgrainfreepuppyfreshsardineandherring2062912,ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
