canonical_identity_key,rank,score,decision,dataset_file,formula_key,brand,display_name,species,format,source_priority,title_source_priority,missing_blockers,filled_core_fields,filled_mineral_fields,has_kcal,has_source
purina|pro plan optibalance adult medium με κοτοπουλο|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-adult-medium-chicken-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Adult Medium με Κοτόπουλο,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optibalance adult medium με κοτοπουλο|dog|dry,2,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-adult-medium-με-κοτοπουλο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Adult Medium με Κοτόπουλο,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optibalance adult small and mini με κοτοπουλο|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-adult-small-mini-chicken-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Adult Small & Mini με Κοτόπουλο,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optibalance adult small and mini με κοτοπουλο|dog|dry,2,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-adult-small-mini-με-κοτοπουλο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Adult Small & Mini με Κοτόπουλο,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optibalance puppy medium με κοτοπουλο|dog|dry,1,22.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-puppy-medium-chicken-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Puppy Medium με Κοτόπουλο,dog,dry,unknown,0,fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,2,no,no
purina|pro plan optibalance puppy medium με κοτοπουλο|dog|dry,2,22.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-puppy-medium-με-κοτοπουλο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Puppy Medium με Κοτόπουλο,dog,dry,unknown,0,fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,2,no,no
purina|pro plan optibalance puppy small and mini με κοτοπουλο|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-puppy-small-mini-chicken-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Puppy Small&Mini με Κοτόπουλο,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optibalance puppy small and mini με κοτοπουλο|dog|dry,2,8.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optibalance-puppy-small-mini-με-κοτοπουλο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiBalance Puppy Small&Mini με Κοτόπουλο,dog,dry,unknown,0,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,2,0,no,no
purina|pro plan optiderma adult large robust με σολομο|dog|dry,1,32.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-adult-large-robust-με-σολομο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Adult Large Robust με Σολομό,dog,dry,unknown,0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,4,no,no
purina|pro plan optiderma adult large robust με σολομο|dog|dry,2,29.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-adult-large-robust-salmon-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Adult Large Robust με Σολομό,dog,dry,unknown,0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,3,no,no
purina|pro plan optiderma adult small and mini με σολομο|dog|dry,1,18.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-adult-small-mini-salmon-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Adult Small & Mini με Σολομό,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,2,no,no
purina|pro plan optiderma adult small and mini με σολομο|dog|dry,2,18.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-adult-small-mini-με-σολομο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Adult Small & Mini με Σολομό,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,2,no,no
purina|pro plan optiderma puppy medium με σολομο|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-puppy-medium-salmon-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Puppy Medium με Σολομό,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optiderma puppy medium με σολομο|dog|dry,2,8.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-puppy-medium-με-σολομο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Puppy Medium με Σολομό,dog,dry,unknown,0,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,2,0,no,no
purina|pro plan optiderma puppy small and mini με σολομο|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-puppy-small-mini-salmon-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Puppy Small & Mini με Σολομό,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optiderma puppy small and mini με σολομο|dog|dry,2,8.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optiderma-puppy-small-mini-με-σολομο-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDerma Puppy Small & Mini με Σολομό,dog,dry,unknown,0,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,2,0,no,no
purina|pro plan optidigest adult large robust με αρνι|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optidigest-adult-large-robust-lamb-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDigest Adult Large Robust με Αρνί,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optidigest adult large robust με αρνι|dog|dry,2,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optidigest-adult-large-robust-με-αρνι-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDigest Adult Large Robust με Αρνί,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optidigest adult small and mini με αρνι|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optidigest-adult-small-mini-lamb-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDigest Adult Small & Mini με Αρνί,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optidigest adult small and mini με αρνι|dog|dry,2,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optidigest-adult-small-mini-με-αρνι-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDigest Adult Small & Mini με Αρνί,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optidigest puppy medium με αρνι|dog|dry,1,12.0,hold,data/imports/dog_dry_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optidigest-puppy-medium-lamb-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDigest Puppy Medium με Αρνί,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan optidigest puppy medium με αρνι|dog|dry,2,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-optidigest-puppy-medium-με-αρνι-dog-dry-gr-spreadsheet,Purina,Purina Pro Plan OptiDigest Puppy Medium με Αρνί,dog,dry,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|pro plan sterilised adult cat pouch με μοσχαρι|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-sterilised-adult-cat-pouch-με-μοσχαρι-cat-wet-gr-spreadsheet,Purina,Purina Pro Plan Sterilised Adult Cat Pouch με Μοσχάρι,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|pro plan sterilised cat pouch κομματακια σε σαλτσα με βοδινο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-sterilised-cat-pouch-κομματακια-σε-σαλτσα-με-βοδινο-cat-wet-gr-spreadsheet,Purina,Purina Pro Plan Sterilised Cat Pouch Κομματάκια σε Σάλτσα με Βοδινό,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|pro plan sterilised cat pouch κομματακια σε σαλτσα με γαλοπουλα|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-sterilised-cat-pouch-κομματακια-σε-σαλτσα-με-γαλοπουλα-cat-wet-gr-spreadsheet,Purina,Purina Pro Plan Sterilised Cat Pouch Κομματάκια σε Σάλτσα με Γαλοπούλα,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|pro plan sterilised cat pouch κομματακια σε σαλτσα με κοτοπουλο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-sterilised-cat-pouch-κομματακια-σε-σαλτσα-με-κοτοπουλο-cat-wet-gr-spreadsheet,Purina,Purina Pro Plan Sterilised Cat Pouch Κομματάκια σε Σάλτσα με Κοτόπουλο,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|pro plan sterilised cat pouch κομματακια σε σαλτσα με ψαρια ωκεανου|cat|wet,1,23.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-pro-plan-sterilised-cat-pouch-κομματακια-σε-σαλτσα-με-ψαρια-ωκεανου-cat-wet-gr-spreadsheet,Purina,Purina Pro Plan Sterilised Cat Pouch Κομματάκια σε Σάλτσα με Ψάρια Ωκεανού,cat,wet,unknown,0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,1,no,no
purina|cat chow adult 3in1 με γαλοπουλα|cat|dry,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-adult-3in1-με-γαλοπουλα-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Adult 3in1 με Γαλοπούλα,cat,dry,unknown,0,protein_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|cat chow adult με κοτοπουλο and γαλοπουλα|cat|dry,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-adult-με-κοτοπουλο-γαλοπουλα-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Adult με Κοτόπουλο & Γαλοπούλα,cat,dry,unknown,0,protein_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|cat chow adult με παπια|cat|dry,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-adult-με-παπια-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Adult με Πάπια,cat,dry,unknown,0,protein_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|cat chow adult cat με σολομο and τονο|cat|dry,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-adult-cat-με-σολομο-τονο-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Adult Cat με Σολομό & Τόνο,cat,dry,unknown,0,protein_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|cat chow adult pouch κομματακια σε ζελε με αρνι and πρασινα φασολακια|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-adult-pouch-κομματακια-σε-ζελε-με-αρνι-πρασινα-φασολακια-cat-wet-gr-spreadsheet,Purina,Purina Cat Chow Adult Pouch Κομματάκια σε Ζελέ με Αρνί & Πράσινα Φασολάκια,cat,wet,unknown,0,fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|cat chow adult pouch κομματακια σε ζελε με σολομο and πρασινα φασολακια|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-adult-pouch-κομματακια-σε-ζελε-με-σολομο-πρασινα-φασολακια-cat-wet-gr-spreadsheet,Purina,Purina Cat Chow Adult Pouch Κομματάκια σε Ζελέ με Σολομό & Πράσινα Φασολάκια,cat,wet,unknown,0,fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|cat chow cat sterilised με κοτοπουλο|cat|dry,1,8.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-cat-sterilised-με-κοτοπουλο-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Cat Sterilised με Κοτόπουλο,cat,dry,unknown,0,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,2,0,no,no
purina|cat chow hairball control με κοτοπουλο|cat|dry,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-hairball-control-με-κοτοπουλο-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Hairball Control με Κοτόπουλο,cat,dry,unknown,0,protein_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|cat chow kitten με κοτοπουλο|cat|dry,1,8.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Kitten με Κοτόπουλο,cat,dry,unknown,0,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,2,0,no,no
purina|cat chow urinary tract health με κοτοπουλο|cat|dry,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-cat-chow-urinary-tract-health-με-κοτοπουλο-cat-dry-gr-spreadsheet,Purina,Purina Cat Chow Urinary Tract Health με Κοτόπουλο,cat,dry,unknown,0,protein_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|felix pouch κομματακια σε ζελε με αρνι and κουνελι 4 χ|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-αρνι-κουνελι-4-χ-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Αρνί & Κουνέλι 4 Χ,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|felix pouch κομματακια σε ζελε με βοδινο and κοτοπουλο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-βοδινο-κοτοπουλο-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Βοδινό & Κοτόπουλο,cat,wet,unknown,0,fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix pouch κομματακια σε ζελε με βοδινο and πουλερικα|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-βοδινο-πουλερικα-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Βοδινό & Πουλερικά,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix pouch κομματακια σε ζελε με κοτοπουλο and βοδινο 4 χ|cat|wet,1,24.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-κοτοπουλο-βοδινο-4-χ-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Κοτόπουλο & Βοδινό 4 Χ,cat,wet,unknown,0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,0,no,no
purina|felix pouch κομματακια σε ζελε με πεστροφα and πρασινα φασολακια|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-πεστροφα-πρασινα-φασολακια-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Πέστροφα & Πράσινα Φασολάκια,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix pouch κομματακια σε ζελε με σολομο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-σολομο-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Σολομό,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix pouch κομματακια σε ζελε με σολομο and κολοκυθακια|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-σολομο-κολοκυθακια-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Σολομό & Κολοκυθάκια,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|felix pouch κομματακια σε ζελε με σολομο and σαρδελα|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-σολομο-σαρδελα-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Σολομό & Σαρδέλα,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix pouch κομματακια σε ζελε με τονο|cat|wet,1,12.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-κομματακια-σε-ζελε-με-τονο-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Κομματάκια σε Ζελέ με Τόνο,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,0,no,no
purina|felix pouch junior κομματακια σε ζελε με βοδινο|cat|wet,1,24.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-pouch-junior-κομματακια-σε-ζελε-με-βοδινο-cat-wet-gr-spreadsheet,Purina,Purina Felix Pouch Junior Κομματάκια σε Ζελέ με Βοδινό,cat,wet,unknown,0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,0,no,no
purina|felix sensations pouch κομματακια σε ζελε με βοδινο and ντοματα|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-sensations-pouch-κομματακια-σε-ζελε-με-βοδινο-ντοματα-cat-wet-gr-spreadsheet,Purina,Purina Felix Sensations Pouch Κομματάκια σε Ζελέ με Βοδινό & Ντομάτα,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix sensations pouch κομματακια σε ζελε με κοτοπουλο and καροτα|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-sensations-pouch-κομματακια-σε-ζελε-με-κοτοπουλο-καροτα-cat-wet-gr-spreadsheet,Purina,Purina Felix Sensations Pouch Κομματάκια σε Ζελέ με Κοτόπουλο & Καρότα,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|felix sensations pouch κομματακια σε ζελε με ποικιλια κρεατικων 4 χ|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-sensations-pouch-κομματακια-σε-ζελε-με-ποικιλια-κρεατικων-4-χ-cat-wet-gr-spreadsheet,Purina,Purina Felix Sensations Pouch Κομματάκια σε Ζελέ με Ποικιλία Κρεατικών 4 Χ,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|felix sensations pouch κομματακια σε ζελε με σολομο and γαριδα|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-sensations-pouch-κομματακια-σε-ζελε-με-σολομο-γαριδα-cat-wet-gr-spreadsheet,Purina,Purina Felix Sensations Pouch Κομματάκια σε Ζελέ με Σολομό & Γαρίδα,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|felix sensations pouch κομματακια σε ζελε με σολομο 4 χ|cat|wet,1,16.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-felix-sensations-pouch-κομματακια-σε-ζελε-με-σολομο-4-χ-cat-wet-gr-spreadsheet,Purina,Purina Felix Sensations Pouch Κομματάκια σε Ζελέ με Σολομό 4 Χ,cat,wet,unknown,0,protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
purina|gourmet perle pouch κομματακια σε ζελε με γλωσσα and γαριδα|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-κομματακια-σε-ζελε-με-γλωσσα-γαριδα-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Κομματάκια σε Ζελέ με Γλώσσα & Γαρίδα,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|gourmet perle pouch κομματακια σε ζελε με μοσχαρι and λαχανικα|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-κομματακια-σε-ζελε-με-μοσχαρι-λαχανικα-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Κομματάκια σε Ζελέ με Μοσχάρι & Λαχανικά,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|gourmet perle pouch κομματακια σε ζελε με σολομο and μπακαλιαρο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-κομματακια-σε-ζελε-με-σολομο-μπακαλιαρο-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Κομματάκια σε Ζελέ με Σολομό & Μπακαλιάρο,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|gourmet perle pouch κομματακια σε σαλτσα με κυνηγι and λαχανικα|cat|wet,1,24.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-κομματακια-σε-σαλτσα-με-κυνηγι-λαχανικα-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Κομματάκια σε Σάλτσα με Κυνήγι & Λαχανικά,cat,wet,unknown,0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,0,no,no
purina|gourmet perle pouch φιλετακια θριαμβος της σαλτσας με βοδινο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-φιλετακια-θριαμβος-της-σαλτσας-με-βοδινο-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Φιλετάκια ''Θρίαμβος'' της Σάλτσας με Βοδινό,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|gourmet perle pouch φιλετακια θριαμβος της σαλτσας με κοτοπουλο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-φιλετακια-θριαμβος-της-σαλτσας-με-κοτοπουλο-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Φιλετάκια ''Θρίαμβος'' της Σάλτσας με Κοτόπουλο,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
purina|gourmet perle pouch φιλετακια θριαμβος της σαλτσας με σολομο|cat|wet,1,20.0,hold,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,purina-purina-gourmet-perle-pouch-φιλετακια-θριαμβος-της-σαλτσας-με-σολομο-cat-wet-gr-spreadsheet,Purina,Purina Gourmet Perle Pouch Φιλετάκια ''Θρίαμβος'' της Σάλτσας με Σολομό,cat,wet,unknown,0,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
