priority,gap_score,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,missing_blockers,estimated_fields_to_replace,missing_helpful_fields,health_context,recommended_evidence,next_action,data_source_url
medium,44,Matisse,Matisse Sterilised 10kg,cat,dry,adult,needs_review,retailer,matisse-sterilised-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/13187-matisse-sterilised-10kg.html
medium,44,Matisse,Matisse Sterilised Salmon 1.5kg,cat,dry,adult,needs_review,retailer,matisse-sterilised-salmon-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/13189-matisse-sterilised-salmon-15kg.html
medium,44,Naturea,Naturea Lands Barong North Atlantic Salmon 1.6kg,cat,dry,,needs_review,retailer,naturea-lands-barong-north-atlantic-salmon-cat-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/25519-naturea-lands-barong-north-atlantic-salmon-16kg.html
medium,44,Naturea,Naturea Lands Bastet Free Range Chicken 1.6kg,cat,dry,,needs_review,retailer,naturea-lands-bastet-free-range-chicken-cat-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/25518-naturea-lands-bastet-free-range-chicken-16kg.html
medium,44,Naturea,Naturea Naturals Mare North Atlantic Salmon 2kg,dog,dry,,needs_review,retailer,naturea-naturals-mare-north-atlantic-salmon-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25516-naturea-naturals-mare-north-atlantic-salmon-2kg.html
medium,44,Optima Nova,Optima Nova Adult Chicken & Rice 2kg,cat,dry,adult,needs_review,retailer,optima-nova-adult-chicken-and-rice-cat-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-gatas/9576-optima-nova-adult-chicken-rice-2kg.html
medium,44,Orijen,Orijen Kitten 1.8kg,cat,dry,kitten,needs_review,retailer,orijen-kitten-cat-dry-gr-gatoskilo,,,sodium_percent|epa_dha_percent,kitten,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/18921-orijen-kitten-18kg.html
medium,44,Ownat,Ownat Classic Cat Daily Care 4kg,cat,dry,,needs_review,retailer,ownat-classic-cat-daily-care-cat-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/10846-ownat-classic-cat-daily-care-4kg.html
medium,44,Ownat,Ownat Classic Cat Sterilized 4kg,cat,dry,,needs_review,retailer,ownat-classic-cat-sterilized-cat-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/10855-ownat-classic-cat-sterilized-4kg.html
medium,44,Ownat,Ownat Classic Dog Fish 20kg,dog,dry,,needs_review,retailer,ownat-classic-dog-fish-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10836-ownat-classic-dog-fish-20kg.html
medium,44,Ownat,Ownat Classic Dog Lamb & Rice 12kg,dog,dry,,needs_review,retailer,ownat-classic-dog-lamb-and-rice-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/27166-ownat-classic-dog-lamb-rice-12kg.html
medium,44,Pro-Nutrition (Flatazor),Pro-Nutrition Prestige (Flatazor) Cat Sterilized Chicken 10kg,cat,dry,,needs_review,retailer,pro-nutrition-flatazor-pro-nutrition-prestige-flatazor-cat-sterilized-chicken-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/23052-flatazor-prestige-cat-sterilized-chicken-10kg.html
medium,44,Pro-Nutrition (Flatazor),Pro-Nutrition Prestige (Flatazor) Maxi Adult 14kg + 2.5kg ΔΩΡΟ,dog,dry,adult,needs_review,retailer,pro-nutrition-flatazor-pro-nutrition-prestige-flatazor-maxi-adult-δωρο-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/30207-pro-nutrition-prestige-flatazor-maxi-adult-14kg-25kg-doro.html
medium,44,Royal Canin,Royal Canin Mini Adult Sterilised 1kg,dog,dry,adult,needs_review,retailer,royal-canin-mini-adult-sterilised-dog-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/9415-royal-canin-mini-adult-sterilised-1kg.html
medium,44,Royal Canin,Royal Canin Vet Diet Cat GastroIntestinal Fibre Response 2kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-gastrointestinal-fibre-response-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|epa_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22327-royal-canin-vet-diet-cat-gastrointestinal-fibre-response-2kg.html
medium,42,Josera,Josera HYPOALLERGENIC DOG DRY,dog,dry,adult,needs_review,official,josera-hypoallergenic-dog-dry-dog-dry-eu-official,,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,allergy,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/hypoallergenic-dog-dry
medium,42,Josera,Josera WEIGHT & DIABETIC DOG DRY,dog,dry,adult,needs_review,official,josera-weight-diabetic-dog-dry-dog-dry-eu-official,,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/weight-diabetic-dog-dry
medium,40,Ambrosia,Ambrosia Grain Free Cat Sterilized Fresh Duck & Turkey 1.5kg,cat,dry,,needs_review,retailer,ambrosia-grain-free-cat-sterilized-fresh-duck-and-turkey-cat-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-gatas/25302-ambrosia-grain-free-cat-sterilized-fresh-duck-turkey-15kg.html
medium,40,Brit,Brit Care Cat Kitten Grain Free Salmon 2kg,cat,dry,kitten,needs_review,retailer,brit-care-cat-kitten-grain-free-salmon-cat-dry-gr-gatoskilo,,,epa_dha_percent,kitten,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/26639-brit-care-cat-kitten-grain-free-salmon-2kg.html
medium,40,Cennamo,Cennamo Prestige Dog Adult Medium Salmon 12kg,dog,dry,adult,needs_review,retailer,cennamo-prestige-dog-adult-medium-salmon-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/27618-cennamo-prestige-dog-adult-medium-salmon-12kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult All Breeds Lamb & Rice 14kg,dog,dry,adult,needs_review,retailer,club-4-paws-adult-all-breeds-lamb-and-rice-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28343-club-4-paws-adult-all-breeds-lamb-rice-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Large Chicken 14kg,dog,dry,adult,needs_review,retailer,club-4-paws-adult-large-chicken-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28353-club-4-paws-adult-large-chicken-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Medium Chicken 2kg,dog,dry,adult,needs_review,retailer,club-4-paws-adult-medium-chicken-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28350-club-4-paws-adult-medium-chicken-2kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Rabbit 14kg,cat,dry,adult,needs_review,retailer,club-4-paws-adult-rabbit-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/28370-club-4-paws-adult-rabbit-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Salmon 14kg,cat,dry,adult,needs_review,retailer,club-4-paws-adult-salmon-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/28367-club-4-paws-adult-salmon-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Small Chicken 14kg,dog,dry,adult,needs_review,retailer,club-4-paws-adult-small-chicken-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28346-club-4-paws-adult-small-chicken-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Small Lamb & Rice 2kg,dog,dry,adult,needs_review,retailer,club-4-paws-adult-small-lamb-and-rice-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28347-club-4-paws-adult-small-lamb-rice-2kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Small Light Turkey 5kg,dog,dry,adult,needs_review,retailer,club-4-paws-adult-small-light-turkey-dog-dry-gr-gatoskilo,,,moisture_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28349-club-4-paws-adult-small-light-turkey-5kg.html
medium,40,Club 4 Paws,Club 4 Paws Adult Veal 14kg,cat,dry,adult,needs_review,retailer,club-4-paws-adult-veal-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/28365-club-4-paws-adult-veal-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Hairball Chicken 14kg,cat,dry,adult,needs_review,retailer,club-4-paws-hairball-chicken-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/28377-club-4-paws-hairball-chicken-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Puppies All Breeds 14kg,dog,dry,adult,needs_review,retailer,club-4-paws-puppies-all-breeds-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28340-club-4-paws-puppies-all-breeds-14kg.html
medium,40,Club 4 Paws,Club 4 Paws Puppies Large Breeds 14kg,dog,dry,,needs_review,retailer,club-4-paws-puppies-large-breeds-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28341-club-4-paws-puppies-large-breeds-14kg.html
medium,40,Farmina,Farmina Vet Life Cat Obesity 2kg,cat,dry,,needs_review,retailer,farmina-vet-life-cat-obesity-cat-dry-gr-gatoskilo,,,moisture_percent|magnesium_percent|epa_percent|epa_dha_percent,obesity,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21718-farmina-vet-life-cat-obesity-2kg.html
medium,40,Happy Cat,Happy Cat Supreme Sterilised Beef 10kg,cat,dry,adult,needs_review,retailer,happy-cat-supreme-sterilised-beef-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/7482-happy-cat-supreme-sterilised-beef-10kg.html
medium,40,Happy Cat,Happy Cat Supreme Sterilised Lamb 10kg,cat,dry,adult,needs_review,retailer,happy-cat-supreme-sterilised-lamb-cat-dry-gr-gatoskilo,,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/9167-happy-cat-supreme-sterilised-lamb-10kg.html
medium,40,Happy Cat,Happy Cat Supreme Sterilised Salmon 10kg,cat,dry,adult,needs_review,retailer,happy-cat-supreme-sterilised-salmon-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/3205-happy-cat-supreme-sterilised-salmon-10kg.html
medium,40,Harper & Bone,Harper & Bone Adult Medium/Large Ocean Wonders 2kg,dog,dry,adult,needs_review,retailer,harper-and-bone-adult-medium-large-ocean-wonders-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22868-harper-bone-adult-medium-large-ocean-wonders-2kg.html
medium,40,Harper & Bone,Harper & Bone Adult Medium/Large Wild Mountain 2kg,dog,dry,adult,needs_review,retailer,harper-and-bone-adult-medium-large-wild-mountain-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22874-harper-bone-adult-medium-large-wild-mountain-2kg.html
medium,40,Harper & Bone,Harper & Bone Adult Mini Ocean Wonders 2kg,dog,dry,adult,needs_review,retailer,harper-and-bone-adult-mini-ocean-wonders-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22867-harper-bone-adult-mini-ocean-wonders-2kg.html
medium,40,Harper & Bone,Harper & Bone Adult Mini Wild Mountain 2kg,dog,dry,adult,needs_review,retailer,harper-and-bone-adult-mini-wild-mountain-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22873-harper-bone-adult-mini-wild-mountain-2kg.html
medium,40,Hills,Hill's SP Mature Adult Κοτόπουλο 3kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-mature-adult-κοτοπουλο-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-gatas/10094-hills-sp-mature-adult-κοτόπουλο-3kg.html
medium,40,Kudo,Kudo Adriatic Lamb & Rice Medium & Maxi Adult 3kg,dog,dry,adult,needs_review,retailer,kudo-adriatic-lamb-and-rice-medium-and-maxi-adult-dog-dry-gr-gatoskilo,,,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25506-kudo-adriatic-lamb-rice-medium-maxi-adult-3kg.html
medium,40,Pro-Nutrition (Flatazor),Pro-Nutrition Prestige (Flatazor) Adult All Sizes Exigent 3kg,dog,dry,adult,needs_review,retailer,pro-nutrition-flatazor-pro-nutrition-prestige-flatazor-adult-all-sizes-exigent-dog-dry-gr-gatoskilo,,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/23042-flatazor-prestige-adult-all-sizes-exigent-3kg.html
medium,40,Pro-Nutrition (Flatazor),Pro-Nutrition Pure Life (Flatazor) Dog Adult Sensitive with Lamb 2kg,dog,dry,adult,needs_review,retailer,pro-nutrition-flatazor-pro-nutrition-pure-life-flatazor-dog-adult-sensitive-with-lamb-dog-dry-gr-gatoskilo,,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/26067-flatazor-pure-life-dog-adult-sensitive-with-lamb-2kg.html
medium,40,ProChoice,ProChoice Pro 32 Adult Sterilised Κοτόπουλο & Ρύζι 15kg,cat,dry,adult,needs_review,retailer,prochoice-pro-32-adult-sterilised-κοτοπουλο-and-ρυζι-cat-dry-gr-gatoskilo,,kcal_per_100g,ash_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-gatas/12033-prochoice-pro-32-adult-sterilised-kotopoulo-rizi-15kg.html
medium,40,Trovet,Trovet Dog Hypoallergenic Lamb 10kg,dog,dry,,needs_review,retailer,trovet-dog-hypoallergenic-lamb-dog-dry-gr-gatoskilo,,,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29074-trovet-dog-hypoallergenic-lamb-10kg.html
medium,38,Josera,Josera KNUSPIES,dog,dry,adult,needs_review,official,josera-knuspies-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/knuspies
medium,38,Josera,Josera MEAT LOVERS PURE BEEF,dog,dry,adult,needs_review,official,josera-meat-lovers-pure-beef-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/meat-lovers-pure-beef
medium,38,Josera,Josera MEAT LOVERS PURE CHICKEN,dog,dry,adult,needs_review,official,josera-meat-lovers-pure-chicken-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/meat-lovers-pure-chicken
medium,38,Josera,Josera MEAT LOVERS PURE TURKEY,dog,dry,adult,needs_review,official,josera-meat-lovers-pure-turkey-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/meat-lovers-pure-turkey
medium,38,JosiDog,JOSIDOG ACTIVE,dog,dry,adult,needs_review,official,josidog-active-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-active
medium,38,JosiDog,JOSIDOG ADULT SENSITIVE,dog,dry,adult,needs_review,official,josidog-adult-sensitive-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-adult-sensitive
medium,38,JosiDog,JOSIDOG AGILO SPORT,dog,dry,adult,needs_review,official,josidog-agilo-sport-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-agilo-sport
medium,38,JosiDog,JOSIDOG ECONOMY,dog,dry,adult,needs_review,official,josidog-economy-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-economy
medium,38,JosiDog,JOSIDOG LAMB BASIC,dog,dry,adult,needs_review,official,josidog-lamb-basic-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-lamb-basic
medium,38,JosiDog,JOSIDOG MASTER MIX,dog,dry,adult,needs_review,official,josidog-master-mix-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-master-mix
medium,38,JosiDog,JOSIDOG MINI,dog,dry,adult,needs_review,official,josidog-mini-dog-dry-eu-official,,,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,manufacturer_pdf_support_response_or_label_photo,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://josera.com/en/product/josidog-mini
medium,36,Ambrosia,Ambrosia Mediterranean Grain Free Adult Sensitive Fresh Duck 1.5kg,dog,dry,adult,needs_review,retailer,ambrosia-mediterranean-grain-free-adult-sensitive-fresh-duck-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25310-ambrosia-mediterranean-grain-free-adult-sensitive-fresh-duck-15kg.html
