formula_key,brand,formula_name,species,format,status,source_file,extracted_fields,missing_fields,recommended_action,notes
gran-bonta-all-breeds-adult-with-beef-dog-dry-eu-pdf,Gran Bonta,All Breeds Adult with Beef,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gran-Bonta-All-Breeds-Adult-Dog-Kibbles-with-Beef-1.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gran-Bonta-All-Breeds-Adult-Dog-Kibbles-with-Beef-1.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=47.5; default_moisture_percent=10; kcal_estimation_confidence=medium
monge-all-breeds-adult-active-dog-dry-eu-pdf,Monge,All Breeds Adult Active,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-active-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-active-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-light-dog-dry-eu-pdf,Monge,All Breeds Adult Light,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-light-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-light-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-beef-with-rice-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Beef with Rice,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-beef-with-rice-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-beef-with-rice-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-chicken-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Chicken with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-chicken-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-chicken-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-duck-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Duck with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-duck-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-duck-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-lamb-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Lamb with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-lamb-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-lamb-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-pork-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Pork with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-pork-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-pork-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-rabbit-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Rabbit with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-rabbit-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-rabbit-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-salmon-with-rice-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Salmon with Rice,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-salmon-with-rice-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-salmon-with-rice-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-trout-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Trout with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-trout-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-trout-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-adult-monoprotein-turkey-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Adult Monoprotein Turkey with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-turkey-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-adult-monoprotein-turkey-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-puppy-and-junior-lamb-with-rice-dog-dry-eu-pdf,Monge,All Breeds Puppy and Junior Lamb with Rice,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-lamb-with-rice-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-lamb-with-rice-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-puppy-and-junior-monoprotein-beef-with-rice-dog-dry-eu-pdf,Monge,All Breeds Puppy and Junior Monoprotein Beef with Rice,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-beef-with-rice-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-beef-with-rice-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-puppy-and-junior-monoprotein-duck-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Puppy and Junior Monoprotein Duck with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-duck-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-duck-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-puppy-and-junior-monoprotein-pork-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Puppy and Junior Monoprotein Pork with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-pork-with-rice-And-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-pork-with-rice-And-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-puppy-and-junior-monoprotein-salmon-with-rice-dog-dry-eu-pdf,Monge,All Breeds Puppy and Junior Monoprotein Salmon with Rice,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-salmon-with-rice-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-salmon-with-rice-ENG.pdf; human_qa_required_before_recommendation=true
monge-all-breeds-puppy-and-junior-monoprotein-trout-with-rice-and-potatoes-dog-dry-eu-pdf,Monge,All Breeds Puppy and Junior Monoprotein Trout with Rice and Potatoes,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-trout-with-rice-and-potatoes-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-all-breeds-puppy-and-junior-monoprotein-trout-with-rice-and-potatoes-ENG.pdf; human_qa_required_before_recommendation=true
monge-hypo-with-salmon-and-tuna-dog-dry-eu-pdf,Monge,Hypo with Salmon and Tuna,dog,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-hypo-with-salmon-and-tuna-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_family_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Monge-natural-superpremium-hypo-with-salmon-and-tuna-ENG.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=45.5; default_moisture_percent=10; kcal_estimation_confidence=medium
